#Starting log sesion
#3/1/2018 1:02:03 PM
cogX , cogY , weight, bl, br, tl, tr, falls
-11.68427,-17.07603,2.447255,-1.253456,-0.8169336,8.871243,2.988169,0
-10.96181,-16.75627,2.514653,-1.370968,-0.6224256,9.025525,3.026479,0
-10.96181,-16.75627,2.514653,-1.370968,-0.6224256,9.025525,3.026479,0
-10.76221,-16.6091,2.543602,-1.292627,-0.6613272,8.986954,3.141408,0
-11.75009,-16.94273,2.466685,-1.331797,-0.7002288,9.025525,2.87324,0
-11.60432,-16.47462,2.515363,-1.253456,-0.6224256,9.064095,2.87324,0
-11.45511,-17.79128,2.3885,-1.488479,-0.8169336,8.871243,2.988169,0
-11.1152,-16.40749,2.553673,-1.253456,-0.6224256,9.064095,3.026479,0
-12.22222,-16.77462,2.553534,-1.331797,-0.7002288,9.411231,2.834929,0
-11.79366,-16.92152,2.476333,-1.214286,-0.8169336,8.948383,2.988169,0
-11.21581,-16.60191,2.495804,-1.175115,-0.7391304,8.832671,3.064789,0
-10.79475,-16.40899,2.553539,-1.331797,-0.5446224,9.064095,3.026479,0
-12.36039,-17.2572,2.408853,-1.449309,-0.6613272,9.102666,2.64338,0
-11.39197,-16.94593,2.41855,-1.410138,-0.583524,8.871243,2.79662,0
-10.79111,-16.59424,2.553236,-1.449309,-0.5057208,9.179807,2.988169,0
-12.14466,-16.2419,2.487146,-1.135945,-0.6224256,8.986954,2.72,0
-10.84438,-16.90647,2.485574,-1.410138,-0.6224256,8.948383,3.026479,0
-10.93241,-17.31452,2.427399,-1.52765,-0.6224256,8.909813,2.949859,0
-11.13219,-17.01988,2.475914,-1.410138,-0.6613272,8.986954,2.988169,0
-11.09109,-17.04016,2.46627,-1.449309,-0.6224256,8.986954,2.949859,0
-11.69486,-17.55019,2.408146,-1.488479,-0.7391304,8.986954,2.87324,0
-11.33523,-16.98526,2.447259,-1.52765,-0.5057208,9.064095,2.75831,0
-11.82396,-17.37638,2.398866,-1.449309,-0.7002288,8.948383,2.79662,0
-11.23971,-16.39995,2.505734,-1.331797,-0.5057208,9.025525,2.834929,0
-11.10231,-17.50735,2.427168,-1.52765,-0.7002288,8.948383,2.988169,0
-11.10231,-17.50735,2.427168,-1.52765,-0.7002288,8.948383,2.988169,0
-10.91214,-16.63217,2.582021,-1.370968,-0.6224256,9.218378,3.103099,0
-11.75149,-17.13325,2.466387,-1.370968,-0.7391304,9.064095,2.911549,0
-11.39553,-17.62658,2.417506,-1.56682,-0.7002288,9.025525,2.911549,0
-12.17727,-16.50872,2.496339,-1.253456,-0.6224256,9.141236,2.72,0
-11.39615,-16.1461,2.544611,-1.135945,-0.6224256,8.986954,2.949859,0
-11.579,-16.15864,2.592678,-1.096774,-0.7002288,9.141236,3.026479,0
-11.579,-16.15864,2.592678,-1.096774,-0.7002288,9.141236,3.026479,0
-10.99039,-16.05434,2.602206,-1.135945,-0.6224256,9.064095,3.103099,0
-11.38937,-16.05542,2.544755,-1.214286,-0.5057208,9.064095,2.834929,0
-12.74486,-17.93463,2.369592,-1.410138,-0.9336385,9.025525,2.79662,0
-10.76611,-17.33761,2.504051,-1.488479,-0.7391304,9.064095,3.179718,0
-11.9213,-17.32236,2.466158,-1.331797,-0.8558353,9.064095,2.988169,0
-10.80744,-16.42455,2.438322,-1.253456,-0.5446224,8.639818,2.911549,0
-11.13604,-17.20905,2.475618,-1.410138,-0.7391304,8.986954,3.064789,0
-11.4611,-16.44849,2.476944,-1.175115,-0.6613272,8.832671,2.911549,0
-10.79661,-16.61443,2.5916,-1.331797,-0.6613272,9.179807,3.179718,0
-10.83252,-15.78407,2.602587,-1.096774,-0.5446224,8.986954,3.064789,0
-11.25215,-16.39672,2.505744,-1.135945,-0.7002288,8.832671,3.026479,0
-11.69339,-16.88622,2.495545,-1.370968,-0.6613272,9.141236,2.87324,0
-11.4968,-16.63986,2.524655,-1.057604,-0.8947368,8.871243,3.179718,0
-12.02818,-16.97718,2.495536,-1.214286,-0.8558353,9.064095,2.988169,0
-12.02818,-16.97718,2.495536,-1.214286,-0.8558353,9.064095,2.988169,0
-11.68891,-16.71574,2.534211,-1.135945,-0.8558353,9.025525,3.103099,0
-11.68891,-16.71574,2.534211,-1.135945,-0.8558353,9.025525,3.103099,0
-11.08198,-16.35509,2.582546,-1.057604,-0.8169336,8.948383,3.256338,0
-11.08198,-16.35509,2.582546,-1.057604,-0.8169336,8.948383,3.256338,0
-10.92849,-16.14451,2.544421,-1.018433,-0.7391304,8.75553,3.179718,0
-10.48811,-17.49412,2.474912,-1.449309,-0.8169336,8.871243,3.294648,0
-10.64443,-16.2879,2.515272,-1.175115,-0.6224256,8.75553,3.103099,0
-10.64443,-16.2879,2.515272,-1.175115,-0.6224256,8.75553,3.103099,0
-10.91869,-16.14706,2.544413,-1.175115,-0.583524,8.909813,3.026479,0
-11.2348,-16.23946,2.544394,-1.214286,-0.583524,9.025525,2.949859,0
-11.18552,-16.99649,2.485569,-1.175115,-0.8947368,8.794101,3.218028,0
-11.83158,-16.52318,2.486576,-1.057604,-0.8169336,8.832671,2.988169,0
-12.3407,-17.37256,2.399072,-1.253456,-0.8947368,8.871243,2.87324,0
-11.64072,-17.39455,2.475528,-1.214286,-1.011442,8.909813,3.218028,0
-11.31823,-17.28921,2.437184,-1.292627,-0.8558353,8.794101,3.103099,0
#Ending log sesion
